Time	Temperature
s	K
0	293.15
63072   312.684
126144  267.397
189216  256.932
252288  264.976
315360  305.576
378432  272.927
441504  279.065
504576  301.992
567648  324.432
630720  275.021
693792  283.476
756864  313.148
819936  310.654
883008  280.251
946080  290.186
1009152 329.476
1072224 292.943
1135296 285.212
1198368 280.33
1261440 318.524
1324512 267.76
1387584 284.48
1450656 304.808
1513728 318.203
1576800 278.43
1639872 273.952
1702944 269.279
1766016 281.14
1829088 271.531
1892160 293.307
1955232 327.685
2018304 283.201
2081376 288.401
2144448 307.181
2207520 278.58
2270592 270.196
2333664 281.394
2396736 318.802
2459808 303.184
2522880 272.848
2585952 285.433
2649024 309.823
2712096 282.608
2775168 279.819
2838240 302.786
2901312 323.386
2964384 273.132
3027456 267.415
3090528 267.779
3153600 299.034
3216672 275.039
3279744 293.348
3342816 273.998
3405888 271.777
3468960 281.111
3532032 292.585
3595104 328.152
3658176 277.393
3721248 287.263
3784320 307.018
3847392 289.195
3910464 270.679
3973536 272.043
4036608 306.966
4099680 272.991
4162752 269.188
4225824 289.381
4288896 319.349
4351968 284.693
4415040 281.642
4478112 284.594
4541184 313.059
4604256 270.62
4667328 280.397
4730400 319.985
4793472 306.712
4856544 277.106
4919616 291.88
4982688 319.062
5045760 291.612
5108832 283.483
5171904 283.459
5234976 308.186
5298048 272.097
5361120 285.294
5424192 310.486
5487264 277.242
5550336 267.624
5613408 278.505
5676480 312.324
5739552 286.993
5802624 277.722
5865696 295.53
5928768 315.52
5991840 281.062
6054912 280.729
6117984 309.829
6181056 323.163
6244128 280.6
6307200 286.837
6370272 308.253
6433344 301.793
6496416 281.998
6559488 285.713
6622560 302.817
6685632 283.195
6748704 281.887
6811776 306.087
6874848 318.795
6937920 277.061
7000992 276.299
7064064 297.772
7127136 300.707
7190208 278.643
7253280 290.458
7316352 328.889
7379424 301.783
7442496 289.134
7505568 294.892
7568640 322.649
7631712 286.95
7694784 293.501
7757856 308.29
7820928 311.401
7884000 283.296
7947072 283.234
8010144 287.521
8073216 288.868
