Time	Temperature
8136288 277.165
8199360 294.755
8262432 320.363
8325504 289.016
8388576 282.615
8451648 305.954
8514720 306.532
8577792 288.392
8640864 287.358
8703936 287.477
8767008 303.22
8830080 280.821
8893152 280.54
8956224 308.7
9019296 286.1
9082368 282.704
9145440 301.406
9208512 319.226
9271584 285.018
9334656 297.103
9397728 304.542
9460800 302.304
9523872 284.852
9586944 289.477
9650016 314.817
9713088 297.014
9776160 290.654
9839232 305.523
9902304 322.903
9965376 294.494
10028448        294.107
10091520        309.359
10154592        307.902
10217664        282.533
10280736        283.194
10343808        309.744
10406880        295.236
10469952        280.238
10533024        294.77
10596096        314.691
10659168        291.026
10722240        292.571
10785312        298.801
10848384        292.109
10911456        282.503
10974528        290.735
11037600        307.886
11100672        293.451
11163744        284.868
11226816        291.874
11289888        298.827
11352960        292.201
11416032        284.383
11479104        295.023
11542176        312.776
11605248        290.652
11668320        296.399
11731392        312.569
11794464        311.384
11857536        291.391
11920608        300.428
11983680        311.023
12046752        300.701
12109824        295.328
12172896        303.559
12235968        307.652
12299040        289.556
12362112        292.378
12425184        308.194
12488256        311.77
12551328        291.007
12614400        297.501
12677472        304.856
12740544        298.138
12803616        287.967
12866688        295.689
12929760        309.511
12992832        296.279
13055904        293.115
13118976        299.976
13182048        311.052
13245120        292.479
13308192        299.439
13371264        307.085
13434336        305.77
13497408        291.875
13560480        302.631
13623552        313.479
13686624        296.539
13749696        290.546
13812768        288.997
13875840        289.792
13938912        284.944
14001984        292.137
14065056        306.581
14128128        310.016
14191200        298.886
14254272        297.323
14317344        313.677
14380416        301.596
14443488        287.516
14506560        295.072
14569632        307.171
14632704        296.164
14695776        291.972
14758848        307.639
14821920        304.831
14884992        288.917
14948064        297.389
15011136        310.515
15074208        306.801
15137280        295.303
15200352        303.434
15263424        314.13
15326496        300.987
15389568        298.844
15452640        309.091
15515712        317.358
15578784        298.348
15641856        302.309
15704928        318.201
15768000        315.177
15831072        296.061
15894144        297.236
15957216        310.955
16020288        294.86
16083360        290.6
16146432        301.385
16209504        308.896
16272576        295.139
16335648        298.486
16398720        315.297
16461792        317.528
16524864        297.178
16587936        301.04
16651008        311.518
16714080        304.879
16777152        291.822
16840224        305.222
16903296        318.248
16966368        300.372
17029440        297.7
17092512        308.728
17155584        314.975
17218656        294.229
17281728        302.675
17344800        319.218
17407872        312.388
17470944        297.535
17534016        307.802
17597088        321.571
17660160        304.057
17723232        295.627
17786304        311.968
17849376        323.629
17912448        299.633
17975520        303.965
18038592        314.189
18101664        314.77
18164736        294.835
18227808        306.038
18290880        322.009
18353952        307.301
18417024        296.687
18480096        304.362
18543168        314.09
18606240        299.235
18669312        297.691
18732384        314.932
18795456        320.038
18858528        294.049
18921600        300.034
18984672        301.345
19047744        303.497
19110816        291.922
19173888        306.192
19236960        324.953
19300032        295.61
19363104        291.797
19426176        313.01
19489248        320.618
19552320        293.474
19615392        304.073
19678464        322.238
19741536        317.259
19804608        293.305
19867680        305.577
19930752        320.526
19993824        302.899
20056896        292.842
20119968        302.754
20183040        321.996
20246112        291.975
20309184        293.733
20372256        315.593
20435328        319.684
20498400        293.26
20561472        307.659
20624544        325.412
20687616        309.757
20750688        296.415
20813760        311.757
20876832        329.166
20939904        298.591
21002976        297.235
21066048        316.764
21129120        328.375
21192192        290.113
21255264        300.626
21318336        322.059
21381408        313.341
21444480        294.548
21507552        309.277
21570624        330.53
21633696        300.233
21696768        295.688
21759840        311.721
21822912        316.19
21885984        290.505
21949056        296.925
22012128        316.083
22075200        319.225
22138272        290.641
22201344        297.861
22264416        303.696
22327488        303.369
22390560        290.77
22453632        310.488
22516704        332.251
22579776        290.112
22642848        282.617
22705920        313.22
22768992        318.828
22832064        287.774
22895136        299.998
22958208        324.254
23021280        307.352
23084352        290.167
23147424        309.809
23210496        298.141
23273568        287.377
23336640        290.737
23399712        315.259
23462784        327.795
23525856        289.253
23588928        297.201
23652000        290.695
23715072        308.515
23778144        283.625
23841216        300.392
23904288        333.076
23967360        299.499
24030432        291.315
24093504        311.521
24156576        324.874
24219648        282.564
24282720        281.436
24345792        303.599
24408864        312.721
24471936        283.927
24535008        298.905
24598080        309.876
24661152        304.016
24724224        287.634
24787296        304.698
24850368        336.871
24913440        291.34
24976512        294.008
25039584        318.371
25102656        323.269
25165728        278.88
25228800        296.468
25291872        324.547
25354944        310.807
25418016        294.981
25481088        296.901
25544160        330.176
25607232        290.068
25670304        284.64
25733376        303.721
25796448        320.689
25859520        286.824
25922592        293.215
25985664        310.616
26048736        276.413
26111808        271.575
26174880        289.476
26237952        326.02
26301024        280.973
26364096        274.818
26427168        289.42
26490240        317.673
26553312        275.473
26616384        282.309
26679456        309.864
26742528        321.316
26805600        282.287
26868672        287.935
26931744        314.804
26994816        301.876
27057888        283.081
27120960        295.505
27184032        328.25
27247104        284.879
27310176        280.723
27373248        279.918
27436320        288.82
27499392        271.121
27562464        286.331
27625536        304.098
27688608        310.726
27751680        279.659
27814752        291.45
27877824        322.987
27940896        288.619
28003968        284.138
28067040        301.904
28130112        308.691
28193184        269.149
28256256        279.593
28319328        296.683
28382400        321.707
28445472        284.859
28508544        277.709
28571616        308.674
28634688        293.012
28697760        287.648
28760832        294.932
28823904        327.104
28886976        275.311
28950048        273.001
29013120        285.783
29076192        302.068
29139264        273.782
29202336        283.678
29265408        311.285
29328480        281.598
29391552        276.179
29454624        264.202
29517696        308.566
29580768        268.915
29643840        279.998
29706912        296.221
29769984        316.902
29833056        270.04
29896128        280.372
29959200        290.874
30022272        298.881
30085344        271.268
30148416        284.237
30211488        317.793
30274560        283.867
30337632        280.997
30400704        295.688
30463776        302.7
30526848        279.122
30589920        284.931
30652992        309.31
30716064        296.509
30779136        280.734
30842208        293.302
30905280        316.487
30968352        298.278
31031424        286.344
31094496        293.086
31157568        325.661
31220640        272.995
31283712        282.415
31346784        300.128
31409856        309.929
31472928        271.49
31536000        287.301
